id,Company Name,Company Type,Company industry,Company size,Country,Working days,Overtime Policy,Company overview,Our key skills,Why you'll love working here,Location,Href
235,InvestIdea,IT Product,,1-50 employees,Vietnam,Monday - Friday,No OT,"InvestIdea
InvestIdea focuses on accelerating early-stage web/mobile application and tech companies in Indonesia. The company does seed and startup funding, as well as provides advice, and support services to would-be entrepreneurs trying to get their own startups off the ground.
Professional work environment:
Friendly and open working environment; work with international team members, partners,...
Flexible working time and remote work policy
Team-building activities: 1-2 company trips/year, not count on working days
Career development opportunities:
Certification support with minimum 50% of learning + certification fee for employees
Reward / recognisation: Tech challenge of the year / Project of the year / Member of the year
Compensations:
Competitive & attractive salary with bonus (Reference bonus, End year bonus)
Checkpoint every 6 months
Tea-break",,,"{'Ha Noi': ['Tòa C+ office, Tổ 28 thành thái, Phường dịch vọng, Cau Giay, Ha Noi']}","https://itviec.com/companies/investidea
"
36,"AZPLAYS Co., LTD",IT Product,Game,51-150 employees,Cambodia,Monday - Saturday,No OT,"AZPLAYS - Attractive from A to Z - Human resource is the most valuable asset of the company
INTRODUCTION:
Founded on March 6, 2010, the company has embarked on a decade-long journey in the iGaming industry. Overcoming numerous challenges, our team is honored and proud to have introduced unique and innovative values to this thriving, potential-driven industry across Vietnam and Asia.
For the past 14 years, the company has continuously delivered groundbreaking iGaming products and services, enabling clients and partners to have a clear direction in their business ventures.
Guided by the motto ""Reputation is gold, collaboration leads to success,"" we tirelessly strive to elevate our brand to new heights, solidify our market position, and foster trust and strong connections with our clients and partners.
With extensive experience in the industry and a vast business network across the market, the company consistently offers innovative products that align with market trends and perfectly meet customer demands. Our ultimate goal is to ensure the business success of our partners and the satisfaction of our customers in this fiercely competitive industry.
 CORE VALUES:
WIN4ALL: Ensuring value and benefits for customers. The relationship with partners, shareholders, and employees of AZPLAYS is not just a business connection but a strong, inseparable bond.
BETTER: Relentlessly striving to improve every aspect, for our customers and for AZPLAYS itself.
HUMAN: We firmly believe that employees are the company's most valuable asset, and we focus on developing high-quality human resources.
 Contact Information:
Website: https://azplays.com/
Email: career@azplays.com
Tel: (+855) 866 101 242
Address: Won Majestic Building, Phum 4, Sangkat 4, Quater 2 Thnou St, Krong Preah Sihanouk City, Kingdom of Cambodia.
 ","Skills We Use
JavaScript
NodeJS
ReactJS
AngularJS
MySQL
English
College or Bachelor degree in IT, Computer Science or other relevant majors
Master skill of Javascript
Expertise of NodeJS, ReactJS/AngularJS,  Database (MongoDB, MySQL)
Smart with good logical thinking
Experience in using Git, system design is a plus
Know-how user interface, writing css, microservice  is an advantage
Ability to communicate in basic English is an advantage
Fast learner and eager to learn.
 ","Good remuneration
Good and strong career path.
High Salary and Bonus
Employee Benefits and Perks: 
Meal allowance
Transportation allowance
Children education allowance
Accommodation allowance
Seniority allowance
Health insurance
13th month salary
Semi-annual bonus.","{'Ho Chi Minh': ['Ho CHi Minh, District 1, Ho Chi Minh', 'Ho Chi Minh, District 1, Ho Chi Minh'], 'Others': ['Toà nhà Won Majestic - Phum 4, Phường Sangkat 4, Quận 2 Thnou St, Thành phố Krong Preah Sihanouk, Cambodia']}","https://itviec.com/companies/azplays-co-ltd
"
254,Koh Young Technology Inc,IT Product,Software Development Outsourcing,501-1000 employees,South Korea,Monday - Friday,Extra salary for OT,"Delivery authentic values with true dedication and Professionalism
Koh Young provides a total solution including 3D Image Construction, Interactive Interface Software, Review Station, SPC for users to evaluate their manufacturing quality, automatically. As a product company with over 20 consecutive years of maintaining its leading position in the market share of its products. 
Joining us, you will understand how we can meet global companies' demands.
We're looking for engineers who bring fresh ideas from multiple areas, including 
UI & UX design 
Image processing & computer vision, computer graphics 
Desktop applications, friendly and large-scale system design, data storage, Artificial Intelligence 
Software Quality Assurance
Technical Support (FSE) who bring great service to customer
Software Engineers are backbone of Koh Young. We made products for 3000+ customers and have fun while doing so. 
If you share our passion for software development – Koh Young Vietnam (KYV) is just right for you. 
In Vietnam, the Representative Office was established at the end of 2014 with 14 FSEs engineers. From 2019, KYV was established with nearly 100 employees includes Software, UI/UX, SQA, Machine Vision, TS and Administrative.","3D Machine Vision, Optical Inspection, Agile Methology
C++
C#
SQL
C#
C++","100% full salary-based insurance
Premium personal medical care: PVI care insurance
Work-Life Balance with family package
+3
Plentiful chances to work and study abroad
We have a close cooperation with KY Headquarter, so","{'Ha Noi': ['Trang An Complex bldg, CT1, 1 Phùng Chí Kiên (TS & TQA team), Cau Giay, Ha Noi', '17F, Discovery bldg, 302 (SW & UX team), Cau Giay, Ha Noi']}","https://itviec.com/companies/koh-young-technology-inc
"
460,VNG Corporation,IT Product,Software Products and Web Services,1000+ employees,Vietnam,Monday - Friday,No OT,"Build Technologies and Grow People. From Vietnam to the world.
VNG is Vietnam's leading tech firm with a diverse ecosystem of products serving the needs of 100 million customers in Vietnam and many countries globally. VNG focuses on four main businesses, including online games, communications & media, fintech, and digital business. VNG has developed several digital products that contribute to businesses' journey of digital transformation and help Vietnamese citizens connect, transact and entertain. At the same time, the company also concentrates on long-term development by researching and exploring further opportunities in Data Centers and AI. Our passion for leading the change and embracing challenges has driven us to our mission: “Build Technology and Grow People. From Vietnam to the World"". VNG currently has offices in Vietnam: Ho Chi Minh City, Hanoi, Da Nang, and many other offices around the world.
Website
https://career.vng.com.vn","Our Key Skills
Java
Android
iOS
C++
QA QC","Attractive salary & benefits you'll love
Building large-scale products
Working in one of the best places to work in VN
+3
We hope VNG is a place where you build your career. Whether you want to pursue to be a manager or focus on professional development, we acknowledge and appreciate your talents. Therefore, we open up to you more promotion opportunities in VNG, and designed program to help you succeed in every single career path. 

At VNG, we do not have many rules because we respect you and want to make comfortable atmosphere to help employees perform their jobs well.","{'Ha Noi': ['Phố Nguyễn Chí Thanh, Phường Láng Thượng, Dong Da, Ha Noi'], 'Ho Chi Minh': ['VNG Campus, Tân Thuận Đông, District 7, Ho Chi Minh', '432 Nguyen Thi Minh Khai St, District 3, Ho Chi Minh']}","https://itviec.com/companies/vng-corporation
"
383,SGH Asia Ltd.,IT Product,Software Products and Web Services,51-150 employees,Germany,Monday - Friday,Extra days off for OT,"We Partner With Our Clients to Drive Real Innovation!
We partner with our clients to ensure that they thrive in the age of intelligence by driving real innovation, unlocking value, and helping them to digitally transform and grow their business. While every challenge and pain point is unique from company to company, we believe that exceptional talent enabled by breakthrough technologies will always uncover intelligent solutions.
WORKING WITH SGH ASIA
We are always on the lookout for creative, passionate, curious, innovative, and solution-driven team players who want to maximize their growth potential in a dynamic, collaborative, and diverse business environment.
Working with SGH Asia will transform your career in technology into a daring adventure, as we encourage you to take risks, challenge you to maximise your full potential, and expose you to breakthrough technologies, exceptional talent, and intelligent processes.
You will be inspired to explore your passions while your talents will be nurtured and cultivated, as you are encouraged to innovate with leading-edge technologies while working on the coolest projects that you can imagine.","Our Key Skills
Java
JavaScript
MySQL
Manager
English
Networking","Highly attractive salary
13th month salary, bonus, abroad and local trip
Opportunity for overseas training (Germany)
+3
We are always on the lookout for creative, passionate, curious, innovative, and solution-driven team players who want to maximize their growth potential in a dynamic, collaborative, and diverse business environment.
Benefits included:
Highly attractive salary
Bonus Scheme on performance, abroad and local trip
Flat organization and open communication
Opportunity to become","{'Ho Chi Minh': ['SGH Building, 21/4 Nguyen Thi Huynh Street, Ward 8, Phu Nhuan, Ho Chi Minh']}","https://itviec.com/companies/sgh-asia-ltd
"
142,Digital Fortress,IT Outsourcing,IT Services and IT Consulting,51-150 employees,Vietnam,Monday - Friday,No OT,"Digital Fortress
Digital Fortress boasts over 8 years of cutting-edge expertise in R&D, Software, Hardware, cross-platform Web & Mobile solutions, and DevOps. Our success is driven by a dynamic team of young, passionate and creative professionals. Our talented developers, researchers and QA experts not only excel in creating robust solutions but also provide comprehensive system architecture, expert technical support and reliable long-term maintenance.
Always prioritizing SUITABLE and QUALITY criteria, Digital Fortress is confidently committed to providing exceptional products and consistently exceeding our business partners' expectations.",,,"{'Da Nang': ['238 Trưng Nữ Vương, Hai Chau, Da Nang']}","https://itviec.com/companies/digital-fortress
"
6,Ahamove,IT Product,E-commerce,301-500 employees,Vietnam,Monday - Friday,No OT,"Ahamove is positioned as Vietnam’s leading intracity commercial delivery provider.
Founded in 2015 in Ho Chi Minh City, Vietnam, Ahamove is an on-demand logistics service based on the concept of a shared economy, providing customers to fill excess capacity for logistics suppliers and reduce costs for consumers. 
You can find more about us at Facebook case study, Harvard case study, and on Asia Nikkei news.
This is a tremendous opportunity to take your career to the next level. Please review the information below and if you are interested, follow the Apply instructions.","Python
VueJS
NodeJS
Angular","Disruptive innovations
People-oriented philosophy of doing business
Your footprint on regional on-demand market
+2
Annual health check-ups.
Sports club: Running, football, badminton
Open communication with Senior Engineer & Technical Leader
Challenging working environment with attractive domain as Logistics
Fair team
Specific pantry with nice decoration & Coffee/Milk Coffee/Chocolate & Tea
Comfortable Private working Area for TECH team","{'Ho Chi Minh': ['Tòa nhà Rivera Park 7/28 Thành Thái, District 10, Ho Chi Minh']}","https://itviec.com/companies/ahamove
"
189,Gameloft,IT Product,Game,501-1000 employees,France,Monday - Friday,No OT,"Rocket your career at Gameloft, a world leading digital game developer and publisher!
About Gameloft   
Leader in the development and publishing of games, Gameloft® has established itself as a pioneer in the industry, creating innovative gaming experiences for over 20 years. Gameloft creates games for all digital platforms, from mobile to cross-platform titles for PC and consoles. Gameloft operates its own established franchises such as Asphalt®, Dragon Mania Legends, Modern Combat and Dungeon Hunter and also partners with major rights holders including LEGO®, Universal, Illumination Entertainment, Hasbro®, Fox Digital Entertainment, Mattel®, Lamborghini®, and Ferrari®. Gameloft distributes its games in over 100 countries and employs 3,600 people worldwide. Every month, 55 million unique users can be reached by advertisers in Gameloft games with Gameloft for brands, a leading B2B offering dedicated to brands and agencies. Gameloft is a Vivendi company. 
All trademarks referenced above are owned by their respective trademark owners.   ","Our Key Skills
Manager
C++
English
Java
Android
Project Manager","Working with a multicultural team
Hybrid work culture
Recognition and reward based on performance
+3
WHAT WE OFFER?
- Creative and modern workplace","{'Ho Chi Minh': ['Pax Sky, 26 Ung Van Khiem, Binh Thanh, Ho Chi Minh'], 'Ha Noi': ['Lilama 10 Tower, 68 To Huu, Nam Tu Liem, Ha Noi']}","https://itviec.com/companies/gameloft
"
120,Công Ty TNHH STYLEVOOK,IT Outsourcing,Software Development Outsourcing,1-50 employees,South Korea,Monday - Friday,No OT,"STYLEVOOK
STYLEVOOK",,,"{'Ho Chi Minh': ['Dự án D VERANO, Căn B1 Khu đô thị mới Thủ Thiêm, Phường An Khánh, Quận 2, Hồ Chí Minh, Thu Duc City, Ho Chi Minh']}","https://itviec.com/companies/cong-ty-tnhh-stylevook
"
348,Pixelz,IT Product,Creative and Design,301-500 employees,Denmark,Monday - Friday,Extra salary for OT,"Leading product image editing service for internet retailers, designers, photographers, webmasters.
Pixelz is a global leader in product image retouching, offering innovative solutions to brands, retailers, and photo studios. With a focus on scalability and efficiency, Pixelz has developed S.A.W.™, a cutting-edge retouching platform that revolutionizes post-production workflows. The company operates on a SaaS + Service model and is actively integrating machine learning and AI into its processes to automate retouching. Trusted by leading brands worldwide, Pixelz is on a mission to transform product image editing and studio management.","Our Key Skills
.NET
C#
ASP.NET
AWS
Software Architect
MVC
Join Pixelz – Build, Innovate, Thrive!
 At Pixelz we create cutting-edge products that solve real-world problems at scale. Our engineering culture fosters innovation, collaboration, and continuous learning. Work with the latest technologies, tackle exciting challenges, and grow alongside top talent. We offer competitive pay, flexible work options, and career growth opportunities in a supportive, balanced environment.
 Ready to make an impact? Join us! 🚀","International Environment (Europe, US colleague)
Work-Life Balance & Flexibility
Strong Engineering Culture & Growth Opportunities
+3
International, dynamic and friendly working environment
Working close with Product team in Denmark and Spain","{'Ha Noi': ['107 Nguyen Phong Sac, Dich Vong Hau, Cau Giay, Ha Noi']}","https://itviec.com/companies/pixelz
"
